Date,Emp_ID,Age,Gender,City,Education_Level,Salary,Dateofjoining,LastWorkingDate,Joining Designation,Designation,Total Business Value,Quarterly Rating
01/07/17,2541,31,Female,C27,College,68356,27/04/13,,1,4,1156770,2
01/08/17,2541,32,Female,C27,College,68356,27/04/13,,1,4,868470,2
01/09/17,2541,32,Female,C27,College,68356,27/04/13,,1,4,800300,2
01/10/17,2541,32,Female,C27,College,68356,27/04/13,,1,4,806870,2
01/11/17,2541,32,Female,C27,College,68356,27/04/13,,1,4,710260,2
01/12/17,2541,32,Female,C27,College,68356,27/04/13,,1,4,917730,2
01/01/16,2543,27,Male,C20,College,54239,10/06/15,,1,2,0,3
01/02/16,2543,27,Male,C20,College,54239,10/06/15,,1,2,638010,3
01/03/16,2543,27,Male,C20,College,54239,10/06/15,,1,2,3785570,3
01/04/16,2543,27,Male,C20,College,54239,10/06/15,,1,2,248850,4
01/05/16,2543,27,Male,C20,College,54239,10/06/15,,1,2,2621260,4
01/06/16,2543,27,Male,C20,College,54239,10/06/15,,1,2,825630,4
01/07/16,2543,27,Male,C20,College,54239,10/06/15,,1,2,2085570,4
01/08/16,2543,27,Male,C20,College,54239,10/06/15,,1,2,1940050,4
01/09/16,2543,27,Male,C20,College,54239,10/06/15,,1,2,3940050,4
01/10/16,2543,27,Male,C20,College,54239,10/06/15,,1,2,582020,3
01/11/16,2543,27,Male,C20,College,54239,10/06/15,,1,2,1350030,3
01/12/16,2543,28,Male,C20,College,54239,10/06/15,,1,2,0,3
01/01/17,2543,28,Male,C20,College,54239,10/06/15,,1,2,3060430,4
01/02/17,2543,28,Male,C20,College,54239,10/06/15,,1,2,3051890,4
01/03/17,2543,28,Male,C20,College,54239,10/06/15,,1,2,2847920,4
01/04/17,2543,28,Male,C20,College,54239,10/06/15,,1,2,0,2
01/05/17,2543,28,Male,C20,College,54239,10/06/15,,1,2,291010,2
01/06/17,2543,28,Male,C20,College,54239,10/06/15,,1,2,724630,2
01/07/17,2543,28,Male,C20,College,59662,10/06/15,,1,3,241550,3
01/08/17,2543,28,Male,C20,College,59662,10/06/15,,1,3,966170,3
01/09/17,2543,28,Male,C20,College,59662,10/06/15,,1,3,1447090,3
01/10/17,2543,28,Male,C20,College,59662,10/06/15,,1,3,473390,4
01/11/17,2543,28,Male,C20,College,59662,10/06/15,,1,3,1312660,4
01/12/17,2543,29,Male,C20,College,59662,10/06/15,,1,3,1448300,4
01/07/16,2544,31,Male,C22,College,67667,28/07/16,,2,2,0,1
01/08/16,2544,31,Male,C22,College,67667,28/07/16,,2,2,0,1
01/09/16,2544,31,Male,C22,College,67667,28/07/16,,2,2,0,1
01/10/16,2544,32,Male,C22,College,67667,28/07/16,22/10/16,2,2,0,1
01/01/16,2545,43,Male,C22,College,44884,13/05/15,,1,2,1134930,2
01/02/16,2545,43,Male,C22,College,44884,13/05/15,,1,2,139460,2
01/03/16,2545,43,Male,C22,College,44884,13/05/15,,1,2,424040,2
01/04/16,2545,43,Male,C22,College,44884,13/05/15,,1,2,0,1
01/05/16,2545,43,Male,C22,College,44884,13/05/15,,1,2,0,1
01/06/16,2545,43,Male,C22,College,44884,13/05/15,,1,2,291030,1
01/07/16,2545,43,Male,C22,College,44884,13/05/15,,1,2,291010,2
01/08/16,2545,43,Male,C22,College,44884,13/05/15,,1,2,658480,2
01/09/16,2545,43,Male,C22,College,44884,13/05/15,,1,2,459090,2
01/10/16,2545,43,Male,C22,College,44884,13/05/15,,1,2,245490,3
01/11/16,2545,44,Male,C22,College,44884,13/05/15,,1,2,1464600,3
01/12/16,2545,44,Male,C22,College,44884,13/05/15,,1,2,366420,3
01/01/17,2545,44,Male,C22,College,44884,13/05/15,,1,2,0,3
01/02/17,2545,44,Male,C22,College,44884,13/05/15,,1,2,609700,3
01/03/17,2545,44,Male,C22,College,44884,13/05/15,,1,2,2802430,3
01/04/17,2545,44,Male,C22,College,44884,13/05/15,,1,2,450000,2
01/05/17,2545,44,Male,C22,College,44884,13/05/15,,1,2,176570,2
01/06/17,2545,44,Male,C22,College,44884,13/05/15,,1,2,0,2
01/07/17,2545,44,Male,C22,College,44884,13/05/15,,1,2,241630,2
01/08/17,2545,44,Male,C22,College,44884,13/05/15,,1,2,194120,2
01/09/17,2545,44,Male,C22,College,44884,13/05/15,,1,2,439810,2
01/10/17,2545,44,Male,C22,College,44884,13/05/15,,1,2,290010,1
01/11/17,2545,45,Male,C22,College,44884,13/05/15,,1,2,0,1
01/12/17,2545,45,Male,C22,College,44884,13/05/15,21/12/17,1,2,200000,1
01/01/16,2546,34,Male,C10,Master,70774,06/08/15,,2,2,2019610,3
01/02/16,2546,34,Male,C10,Master,70774,06/08/15,,2,2,572100,3
01/03/16,2546,34,Male,C10,Master,70774,06/08/15,,2,2,500000,3
01/04/16,2546,34,Male,C10,Master,70774,06/08/15,,2,2,450000,3
01/05/16,2546,34,Male,C10,Master,70774,06/08/15,,2,2,490000,3
01/06/16,2546,34,Male,C10,Master,70774,06/08/15,,2,2,258500,3
01/07/16,2546,34,Male,C10,Master,70774,06/08/15,,2,2,120450,4
01/08/16,2546,34,Male,C10,Master,70774,06/08/15,,2,2,1500000,4
01/09/16,2546,34,Male,C10,Master,70774,06/08/15,,2,2,2651620,4
01/10/16,2546,35,Male,C10,Master,70774,06/08/15,,2,2,300000,1
01/11/16,2546,35,Male,C10,Master,70774,06/08/15,,2,2,250000,1
01/12/16,2546,35,Male,C10,Master,70774,06/08/15,,2,2,0,1
01/01/17,2546,35,Male,C10,Master,70774,06/08/15,,2,2,250000,3
01/02/17,2546,35,Male,C10,Master,70774,06/08/15,,2,2,450000,3
01/03/17,2546,35,Male,C10,Master,70774,06/08/15,,2,2,3350800,3
01/04/17,2546,35,Male,C10,Master,70774,06/08/15,,2,2,900860,4
01/05/17,2546,35,Male,C10,Master,70774,06/08/15,,2,2,200000,4
01/06/17,2546,35,Male,C10,Master,70774,06/08/15,,2,2,3568340,4
01/07/17,2546,35,Male,C10,Master,70774,06/08/15,,2,2,450000,2
01/08/17,2546,35,Male,C10,Master,70774,06/08/15,,2,2,305130,2
01/09/17,2546,35,Male,C10,Master,70774,06/08/15,,2,2,0,2
01/10/17,2546,36,Male,C10,Master,70774,06/08/15,,2,2,1110380,4
01/11/17,2546,36,Male,C10,Master,70774,06/08/15,,2,2,957120,4
01/12/17,2546,36,Male,C10,Master,70774,06/08/15,,2,2,1500690,4
01/01/16,2547,37,Male,C19,College,77399,29/06/15,,1,2,1678190,2
01/02/16,2547,37,Male,C19,College,77399,29/06/15,,1,2,0,2
01/03/16,2547,37,Male,C19,College,77399,29/06/15,,1,2,120450,2
01/04/16,2547,37,Male,C19,College,77399,29/06/15,,1,2,455480,4
01/05/16,2547,37,Male,C19,College,77399,29/06/15,,1,2,1385310,4
01/06/16,2547,37,Male,C19,College,77399,29/06/15,,1,2,0,4
01/07/16,2547,37,Male,C19,College,77399,29/06/15,,1,2,150160,4
01/08/16,2547,37,Male,C19,College,77399,29/06/15,,1,2,2000000,4
01/09/16,2547,38,Male,C19,College,77399,29/06/15,,1,2,661240,4
01/10/16,2547,38,Male,C19,College,77399,29/06/15,,1,2,440490,2
01/11/16,2547,38,Male,C19,College,77399,29/06/15,,1,2,185200,2
01/12/16,2547,38,Male,C19,College,77399,29/06/15,,1,2,150070,2
01/01/17,2547,38,Male,C19,College,77399,29/06/15,,1,2,0,2
01/02/17,2547,38,Male,C19,College,77399,29/06/15,,1,2,400000,2
01/03/17,2547,38,Male,C19,College,77399,29/06/15,,1,2,1155340,2
01/04/17,2547,38,Male,C19,College,77399,29/06/15,,1,2,0,1
01/05/17,2547,38,Male,C19,College,77399,29/06/15,,1,2,0,1
01/06/17,2547,38,Male,C19,College,77399,29/06/15,,1,2,200000,1
01/12/16,2549,31,Female,C17,College,34569,05/12/16,,2,2,0,1
01/01/17,2549,31,Female,C17,College,34569,05/12/16,,2,2,0,1
01/02/17,2549,31,Female,C17,College,34569,05/12/16,,2,2,0,1
01/03/17,2549,31,Female,C17,College,34569,05/12/16,,2,2,0,1
01/04/17,2549,31,Female,C17,College,34569,05/12/16,,2,2,0,1
01/05/17,2549,31,Female,C17,College,34569,05/12/16,27/05/17,2,2,0,1
01/12/17,2550,35,Male,C14,Bachelor,78009,28/11/17,,3,3,0,1
01/01/16,2551,39,Male,C23,Bachelor,58799,12/05/15,,1,1,203610,3
01/02/16,2551,39,Male,C23,Bachelor,58799,12/05/15,,1,1,403200,3
01/03/16,2551,39,Male,C23,Bachelor,58799,12/05/15,,1,1,1615160,3
01/04/16,2551,40,Male,C23,Bachelor,58799,12/05/15,,1,1,336010,3
01/05/16,2551,40,Male,C23,Bachelor,58799,12/05/15,,1,1,101880,3
01/06/16,2551,40,Male,C23,Bachelor,58799,12/05/15,,1,1,434560,3
01/07/16,2551,40,Male,C23,Bachelor,58799,12/05/15,,1,1,601860,4
01/08/16,2551,40,Male,C23,Bachelor,58799,12/05/15,,1,1,101840,4
01/09/16,2551,40,Male,C23,Bachelor,58799,12/05/15,,1,1,1241830,4
01/10/16,2551,40,Male,C23,Bachelor,58799,12/05/15,,1,1,150330,3
01/11/16,2551,40,Male,C23,Bachelor,58799,12/05/15,,1,1,850960,3
01/12/16,2551,40,Male,C23,Bachelor,58799,12/05/15,,1,1,242770,3
01/01/17,2551,40,Male,C23,Bachelor,58799,12/05/15,,1,1,688820,3
01/02/17,2551,40,Male,C23,Bachelor,58799,12/05/15,,1,1,301200,3
01/03/17,2551,40,Male,C23,Bachelor,58799,12/05/15,,1,1,1606090,3
01/04/17,2551,41,Male,C23,Bachelor,58799,12/05/15,,1,1,0,2
01/05/17,2551,41,Male,C23,Bachelor,58799,12/05/15,,1,1,397330,2
01/06/17,2551,41,Male,C23,Bachelor,58799,12/05/15,,1,1,193240,2
01/07/17,2551,41,Male,C23,Bachelor,58799,12/05/15,,1,1,451420,2
01/08/17,2551,41,Male,C23,Bachelor,58799,12/05/15,,1,1,343450,2
01/09/17,2551,41,Male,C23,Bachelor,58799,12/05/15,,1,1,150370,2
01/10/17,2551,41,Male,C23,Bachelor,58799,12/05/15,,1,1,400410,2
01/11/17,2551,41,Male,C23,Bachelor,58799,12/05/15,,1,1,301040,2
01/12/17,2551,41,Male,C23,Bachelor,58799,12/05/15,,1,1,392000,2
01/01/16,2552,33,Female,C24,Bachelor,45414,04/12/15,,1,1,308940,2
01/02/16,2552,33,Female,C24,Bachelor,45414,04/12/15,,1,1,242890,2
01/03/16,2552,33,Female,C24,Bachelor,45414,04/12/15,,1,1,1218110,2
01/04/16,2552,33,Female,C24,Bachelor,45414,04/12/15,,1,1,100200,2
01/05/16,2552,33,Female,C24,Bachelor,45414,04/12/15,,1,1,484700,2
01/06/16,2552,33,Female,C24,Bachelor,45414,04/12/15,,1,1,0,2
01/07/16,2552,33,Female,C24,Bachelor,45414,04/12/15,,1,1,150020,2
01/08/16,2552,33,Female,C24,Bachelor,45414,04/12/15,,1,1,303300,2
01/09/16,2552,33,Female,C24,Bachelor,45414,04/12/15,,1,1,150660,2
01/10/16,2552,33,Female,C24,Bachelor,45414,04/12/15,,1,1,145960,3
01/11/16,2552,34,Female,C24,Bachelor,45414,04/12/15,,1,1,844040,3
01/12/16,2552,34,Female,C24,Bachelor,45414,04/12/15,,1,1,150100,3
01/01/17,2552,34,Female,C24,Bachelor,45414,04/12/15,,1,1,150030,2
01/02/17,2552,34,Female,C24,Bachelor,45414,04/12/15,,1,1,0,2
01/03/17,2552,34,Female,C24,Bachelor,45414,04/12/15,,1,1,1941510,2
01/04/17,2552,34,Female,C24,Bachelor,45414,04/12/15,,1,1,300400,2
01/05/17,2552,34,Female,C24,Bachelor,45414,04/12/15,,1,1,450240,2
01/06/17,2552,34,Female,C24,Bachelor,45414,04/12/15,,1,1,150250,2
01/07/17,2552,34,Female,C24,Bachelor,45414,04/12/15,,1,1,735670,3
01/08/17,2552,34,Female,C24,Bachelor,45414,04/12/15,,1,1,533100,3
01/09/17,2552,34,Female,C24,Bachelor,45414,04/12/15,,1,1,155040,3
01/10/17,2552,34,Female,C24,Bachelor,45414,04/12/15,,1,1,541030,4
01/11/17,2552,35,Female,C24,Bachelor,45414,04/12/15,,1,1,801700,4
01/12/17,2552,35,Female,C24,Bachelor,45414,04/12/15,,1,1,1298050,4
01/08/17,2553,33,Female,C26,Bachelor,54019,10/08/17,,3,3,0,1
01/09/17,2553,33,Female,C26,Bachelor,54019,10/08/17,,3,3,0,1
01/10/17,2553,33,Female,C26,Bachelor,54019,10/08/17,,3,3,0,1
01/11/17,2553,33,Female,C26,Bachelor,54019,10/08/17,,3,3,231840,1
01/12/17,2553,33,Female,C26,Bachelor,54019,10/08/17,14/12/17,3,3,0,1
01/01/16,2554,38,Male,C14,College,23166,08/07/14,,1,1,1371720,3
01/02/16,2554,38,Male,C14,College,23166,08/07/14,10/02/16,1,1,0,3
01/01/16,2555,37,Female,C13,College,116077,29/12/11,,2,4,1289590,1
01/02/16,2555,37,Female,C13,College,116077,29/12/11,,2,4,209050,1
01/03/16,2555,37,Female,C13,College,116077,29/12/11,,2,4,1348180,1
01/04/16,2555,37,Female,C13,College,116077,29/12/11,,2,4,204520,4
01/05/16,2555,38,Female,C13,College,116077,29/12/11,,2,4,3000000,4
01/06/16,2555,38,Female,C13,College,116077,29/12/11,,2,4,1405360,4
01/07/16,2555,38,Female,C13,College,116077,29/12/11,,2,4,2023030,3
01/08/16,2555,38,Female,C13,College,116077,29/12/11,,2,4,814290,3
01/09/16,2555,38,Female,C13,College,116077,29/12/11,,2,4,1345220,3
01/10/16,2555,38,Female,C13,College,116077,29/12/11,,2,4,872240,2
01/11/16,2555,38,Female,C13,College,116077,29/12/11,,2,4,650000,2
01/12/16,2555,38,Female,C13,College,116077,29/12/11,,2,4,156790,2
01/01/17,2555,38,Female,C13,College,116077,29/12/11,,2,4,1174550,3
01/02/17,2555,38,Female,C13,College,116077,29/12/11,,2,4,1450000,3
01/03/17,2555,38,Female,C13,College,116077,29/12/11,,2,4,10812140,3
01/04/17,2555,38,Female,C13,College,116077,29/12/11,,2,4,976320,2
01/05/17,2555,39,Female,C13,College,116077,29/12/11,,2,4,1400000,2
01/06/17,2555,39,Female,C13,College,116077,29/12/11,,2,4,750780,2
01/07/17,2555,39,Female,C13,College,116077,29/12/11,,2,4,1023550,3
01/08/17,2555,39,Female,C13,College,116077,29/12/11,29/07/17,2,4,2148800,3
01/06/16,2556,25,Male,C7,Master,64168,13/06/16,,2,2,0,1
01/07/16,2556,25,Male,C7,Master,64168,13/06/16,,2,2,0,2
01/08/16,2556,25,Male,C7,Master,64168,13/06/16,,2,2,500000,2
01/09/16,2556,25,Male,C7,Master,64168,13/06/16,,2,2,200000,2
01/10/16,2556,25,Male,C7,Master,64168,13/06/16,,2,2,200000,1
01/11/16,2556,25,Male,C7,Master,64168,13/06/16,31/10/16,2,2,0,1
01/01/16,2558,36,Male,C19,Bachelor,29962,04/05/15,,1,1,713100,3
01/02/16,2558,36,Male,C19,Bachelor,29962,04/05/15,,1,1,573680,3
01/03/16,2558,36,Male,C19,Bachelor,29962,04/05/15,,1,1,1017240,3
01/04/16,2558,36,Male,C19,Bachelor,29962,04/05/15,,1,1,143200,3
01/05/16,2558,36,Male,C19,Bachelor,29962,04/05/15,,1,1,587880,3
01/06/16,2558,36,Male,C19,Bachelor,29962,04/05/15,,1,1,221450,3
01/07/16,2558,36,Male,C19,Bachelor,29962,04/05/15,,1,1,301640,2
01/08/16,2558,37,Male,C19,Bachelor,29962,04/05/15,,1,1,152630,2
01/09/16,2558,37,Male,C19,Bachelor,29962,04/05/15,,1,1,661240,2
01/10/16,2558,37,Male,C19,Bachelor,29962,04/05/15,,1,1,304430,3
01/11/16,2558,37,Male,C19,Bachelor,29962,04/05/15,,1,1,409910,3
01/12/16,2558,37,Male,C19,Bachelor,29962,04/05/15,,1,1,232780,3
01/01/17,2558,37,Male,C19,Bachelor,29962,04/05/15,,1,1,499300,1
01/02/17,2558,37,Male,C19,Bachelor,29962,04/05/15,02/02/17,1,1,0,1
01/01/16,2559,46,Male,C25,Master,96053,16/09/15,26/01/16,3,3,0,1
01/01/16,2560,30,Male,C22,Master,47301,29/11/14,,1,2,263360,2
01/02/16,2560,30,Male,C22,Master,47301,29/11/14,,1,2,541740,2
01/03/16,2560,30,Male,C22,Master,47301,29/11/14,,1,2,907820,2
01/04/16,2560,30,Male,C22,Master,47301,29/11/14,,1,2,0,1
01/05/16,2560,30,Male,C22,Master,47301,29/11/14,,1,2,247560,1
01/06/16,2560,30,Male,C22,Master,47301,29/11/14,,1,2,101180,1
01/07/16,2560,30,Male,C22,Master,47301,29/11/14,,1,2,301580,2
01/08/16,2560,30,Male,C22,Master,47301,29/11/14,,1,2,621810,2
01/09/16,2560,30,Male,C22,Master,47301,29/11/14,,1,2,257430,2
01/10/16,2560,30,Male,C22,Master,47301,29/11/14,,1,2,462730,1
01/11/16,2560,30,Male,C22,Master,47301,29/11/14,,1,2,100130,1
01/12/16,2560,30,Male,C22,Master,47301,29/11/14,29/11/16,1,2,0,1
01/01/16,2561,41,Female,C24,Master,81854,24/05/12,,1,3,1518700,2
01/02/16,2561,41,Female,C24,Master,81854,24/05/12,,1,3,795730,2
01/03/16,2561,41,Female,C24,Master,81854,24/05/12,,1,3,2419740,2
01/04/16,2561,41,Female,C24,Master,81854,24/05/12,,1,3,273920,3
01/05/16,2561,41,Female,C24,Master,81854,24/05/12,,1,3,375220,3
01/06/16,2561,41,Female,C24,Master,81854,24/05/12,,1,3,735890,3
01/07/16,2561,41,Female,C24,Master,81854,24/05/12,,1,3,500000,3
01/08/16,2561,42,Female,C24,Master,81854,24/05/12,,1,3,500000,3
01/09/16,2561,42,Female,C24,Master,81854,24/05/12,,1,3,815240,3
01/10/16,2561,42,Female,C24,Master,81854,24/05/12,,1,3,744970,3
01/11/16,2561,42,Female,C24,Master,81854,24/05/12,,1,3,807050,3
01/12/16,2561,42,Female,C24,Master,81854,24/05/12,,1,3,194110,3
01/01/17,2561,42,Female,C24,Master,81854,24/05/12,,1,3,1252170,4
01/02/17,2561,42,Female,C24,Master,81854,24/05/12,,1,3,1433450,4
01/03/17,2561,42,Female,C24,Master,81854,24/05/12,,1,3,4958200,4
01/04/17,2561,42,Female,C24,Master,81854,24/05/12,,1,3,970000,3
01/05/17,2561,42,Female,C24,Master,81854,24/05/12,,1,3,665810,3
01/06/17,2561,42,Female,C24,Master,81854,24/05/12,,1,3,0,3
01/07/17,2561,42,Female,C24,Master,81854,24/05/12,,1,3,1749880,4
01/08/17,2561,43,Female,C24,Master,81854,24/05/12,,1,3,2116740,4
01/09/17,2561,43,Female,C24,Master,81854,24/05/12,,1,3,251510,4
01/10/17,2561,43,Female,C24,Master,81854,24/05/12,,1,3,966180,4
01/11/17,2561,43,Female,C24,Master,81854,24/05/12,,1,3,1384750,4
01/12/17,2561,43,Female,C24,Master,81854,24/05/12,,1,3,2045670,4
01/09/16,2562,31,Male,C22,College,128520,17/09/16,,3,3,0,1
01/10/16,2562,31,Male,C22,College,128520,17/09/16,,3,3,0,1
01/11/16,2562,31,Male,C22,College,128520,17/09/16,,3,3,0,1
01/12/16,2562,31,Male,C22,College,128520,17/09/16,,3,3,200000,1
01/01/17,2562,31,Male,C22,College,128520,17/09/16,,3,3,399260,1
01/02/17,2562,31,Male,C22,College,128520,17/09/16,,3,3,0,1
01/03/17,2562,32,Male,C22,College,128520,17/09/16,,3,3,491000,1
01/04/17,2562,32,Male,C22,College,128520,17/09/16,04/04/17,3,3,0,1
01/01/16,2563,38,Male,C20,College,53880,27/08/12,,1,1,484820,3
01/02/16,2563,38,Male,C20,College,53880,27/08/12,,1,1,649450,3
01/03/16,2563,38,Male,C20,College,53880,27/08/12,,1,1,2016920,3
01/04/16,2563,38,Male,C20,College,53880,27/08/12,,1,1,347060,4
01/05/16,2563,38,Male,C20,College,53880,27/08/12,,1,1,687050,4
01/06/16,2563,38,Male,C20,College,53880,27/08/12,,1,1,514240,4
01/07/16,2563,38,Male,C20,College,53880,27/08/12,,1,1,606980,4
01/08/16,2563,38,Male,C20,College,53880,27/08/12,,1,1,0,4
01/09/16,2563,38,Male,C20,College,53880,27/08/12,,1,1,1451570,4
01/10/16,2563,38,Male,C20,College,53880,27/08/12,,1,1,212910,2
01/11/16,2563,38,Male,C20,College,53880,27/08/12,,1,1,200110,2
01/12/16,2563,39,Male,C20,College,53880,27/08/12,,1,1,120220,2
01/01/17,2563,39,Male,C20,College,53880,27/08/12,02/01/17,1,1,0,1
01/09/17,2565,28,Male,C15,College,83215,08/09/17,,3,3,0,1
01/10/17,2565,28,Male,C15,College,83215,08/09/17,,3,3,150870,2
01/11/17,2565,28,Male,C15,College,83215,08/09/17,,3,3,579010,2
01/12/17,2565,29,Male,C15,College,83215,08/09/17,,3,3,747060,2
01/08/17,2566,24,Male,C18,Bachelor,64399,18/08/17,,2,2,0,1
01/09/17,2566,24,Male,C18,Bachelor,64399,18/08/17,,2,2,0,1
01/10/17,2566,24,Male,C18,Bachelor,64399,18/08/17,,2,2,181880,2
01/11/17,2566,24,Male,C18,Bachelor,64399,18/08/17,,2,2,721420,2
01/12/17,2566,24,Male,C18,Bachelor,64399,18/08/17,,2,2,0,2
01/01/16,2567,47,Female,C9,Master,123962,03/06/15,,1,3,109370,4
01/02/16,2567,47,Female,C9,Master,123962,03/06/15,,1,3,2608750,4
01/03/16,2567,48,Female,C9,Master,123962,03/06/15,,1,3,12701500,4
01/04/16,2567,48,Female,C9,Master,123962,03/06/15,,1,3,300000,2
01/05/16,2567,48,Female,C9,Master,123962,03/06/15,,1,3,577480,2
01/06/16,2567,48,Female,C9,Master,123962,03/06/15,,1,3,262890,2
01/07/16,2567,48,Female,C9,Master,123962,03/06/15,,1,3,534130,4
01/08/16,2567,48,Female,C9,Master,123962,03/06/15,,1,3,949150,4
01/09/16,2567,48,Female,C9,Master,123962,03/06/15,,1,3,2439060,4
01/10/16,2567,48,Female,C9,Master,123962,03/06/15,,1,3,1694040,4
01/11/16,2567,48,Female,C9,Master,123962,03/06/15,,1,3,1245710,4
01/12/16,2567,48,Female,C9,Master,123962,03/06/15,,1,3,552880,4
01/01/17,2567,48,Female,C9,Master,123962,03/06/15,,1,3,2721780,4
01/02/17,2567,48,Female,C9,Master,123962,03/06/15,,1,3,1706490,4
01/03/17,2567,49,Female,C9,Master,123962,03/06/15,,1,3,5107530,4
01/04/17,2567,49,Female,C9,Master,123962,03/06/15,,1,3,2000000,4
01/05/17,2567,49,Female,C9,Master,123962,03/06/15,,1,3,864370,4
01/06/17,2567,49,Female,C9,Master,123962,03/06/15,,1,3,604160,4
01/07/17,2567,49,Female,C9,Master,135231,03/06/15,,1,4,1762260,2
01/08/17,2567,49,Female,C9,Master,135231,03/06/15,,1,4,1576980,2
01/09/17,2567,49,Female,C9,Master,135231,03/06/15,,1,4,501030,2
01/10/17,2567,49,Female,C9,Master,135231,03/06/15,,1,4,247730,2
01/11/17,2567,49,Female,C9,Master,135231,03/06/15,,1,4,721500,2
01/12/17,2567,49,Female,C9,Master,135231,03/06/15,,1,4,1486270,2
01/01/16,2568,30,Male,C28,College,83298,05/12/11,,2,4,442870,1
01/02/16,2568,30,Male,C28,College,83298,05/12/11,,2,4,856760,1
01/03/16,2568,30,Male,C28,College,83298,05/12/11,,2,4,1307910,1
01/04/16,2568,30,Male,C28,College,83298,05/12/11,,2,4,224450,1
01/05/16,2568,31,Male,C28,College,83298,05/12/11,,2,4,321450,1
01/06/16,2568,31,Male,C28,College,83298,05/12/11,,2,4,102910,1
01/07/16,2568,31,Male,C28,College,83298,05/12/11,,2,4,975750,3
01/08/16,2568,31,Male,C28,College,83298,05/12/11,,2,4,1291320,3
01/09/16,2568,31,Male,C28,College,83298,05/12/11,,2,4,861440,3
01/10/16,2568,31,Male,C28,College,83298,05/12/11,,2,4,1376110,2
01/11/16,2568,31,Male,C28,College,83298,05/12/11,,2,4,450010,2
01/12/16,2568,31,Male,C28,College,83298,05/12/11,,2,4,300000,2
01/01/17,2568,31,Male,C28,College,83298,05/12/11,,2,4,2017750,2
01/02/17,2568,31,Male,C28,College,83298,05/12/11,,2,4,558960,2
01/03/17,2568,31,Male,C28,College,83298,05/12/11,,2,4,1500530,2
01/04/17,2568,31,Male,C28,College,83298,05/12/11,,2,4,1262020,2
01/05/17,2568,32,Male,C28,College,83298,05/12/11,,2,4,155520,2
01/06/17,2568,32,Male,C28,College,83298,05/12/11,,2,4,0,2
01/07/17,2568,32,Male,C28,College,83298,05/12/11,,2,4,693390,1
01/08/17,2568,32,Male,C28,College,83298,05/12/11,,2,4,299600,1
01/09/17,2568,32,Male,C28,College,83298,05/12/11,,2,4,659550,1
01/10/17,2568,32,Male,C28,College,83298,05/12/11,,2,4,450100,2
01/11/17,2568,32,Male,C28,College,83298,05/12/11,,2,4,974780,2
01/12/17,2568,32,Male,C28,College,83298,05/12/11,,2,4,3139180,2
01/04/17,2569,26,Female,C10,Master,56766,25/04/17,,2,2,0,1
01/05/17,2569,26,Female,C10,Master,56766,25/04/17,,2,2,0,1
01/06/17,2569,26,Female,C10,Master,56766,25/04/17,,2,2,0,1
01/07/17,2569,26,Female,C10,Master,56766,25/04/17,,2,2,234840,2
01/08/17,2569,26,Female,C10,Master,56766,25/04/17,,2,2,484140,2
01/09/17,2569,26,Female,C10,Master,56766,25/04/17,,2,2,337140,2
01/10/17,2569,26,Female,C10,Master,56766,25/04/17,,2,2,0,1
01/11/17,2569,26,Female,C10,Master,56766,25/04/17,,2,2,0,1
01/12/17,2569,27,Female,C10,Master,56766,25/04/17,,2,2,364600,1
01/12/16,2570,23,Male,C9,Master,26766,03/12/16,12/12/16,1,1,0,1
01/12/17,2571,34,Male,C27,Bachelor,71878,30/11/17,,3,3,0,1
01/01/16,2572,44,Female,C5,College,65990,08/07/13,,1,2,776310,2
01/02/16,2572,44,Female,C5,College,65990,08/07/13,,1,2,471640,2
01/03/16,2572,45,Female,C5,College,65990,08/07/13,,1,2,925570,2
01/04/16,2572,45,Female,C5,College,65990,08/07/13,,1,2,103020,2
01/05/16,2572,45,Female,C5,College,65990,08/07/13,,1,2,262680,2
01/06/16,2572,45,Female,C5,College,65990,08/07/13,,1,2,275930,2
01/07/16,2572,45,Female,C5,College,65990,08/07/13,,1,2,100830,2
01/08/16,2572,45,Female,C5,College,65990,08/07/13,,1,2,451700,2
01/09/16,2572,45,Female,C5,College,65990,08/07/13,,1,2,101580,2
01/10/16,2572,45,Female,C5,College,65990,08/07/13,,1,2,0,1
01/11/16,2572,45,Female,C5,College,65990,08/07/13,,1,2,350220,1
01/12/16,2572,45,Female,C5,College,65990,08/07/13,,1,2,0,1
01/01/17,2572,45,Female,C5,College,65990,08/07/13,,1,2,533000,2
01/02/17,2572,45,Female,C5,College,65990,08/07/13,,1,2,416340,2
01/03/17,2572,46,Female,C5,College,65990,08/07/13,,1,2,1359990,2
01/04/17,2572,46,Female,C5,College,65990,08/07/13,,1,2,136770,1
01/05/17,2572,46,Female,C5,College,65990,08/07/13,,1,2,0,1
01/06/17,2572,46,Female,C5,College,65990,08/07/13,,1,2,0,1
01/07/17,2572,46,Female,C5,College,65990,08/07/13,13/07/17,1,2,0,1
01/07/17,2573,38,Female,C26,College,52321,14/07/17,,1,1,0,1
01/08/17,2573,38,Female,C26,College,52321,14/07/17,,1,1,0,1
01/09/17,2573,38,Female,C26,College,52321,14/07/17,,1,1,166320,1
01/10/17,2573,38,Female,C26,College,52321,14/07/17,24/10/17,1,1,0,1
01/01/16,2574,22,Male,C8,College,42059,18/01/16,,1,1,0,1
01/02/16,2574,22,Male,C8,College,42059,18/01/16,,1,1,0,1
