INSTRUMENTO,FECHA,TIPO VALOR,PRECIO SUCIO,PRECIO LIMPIO,DIAS X VENCER,RENDIMIENTO,TASA CUPON
M_BONOS_361120,19/07/2019,M,122.506161,121.506161,6334,7.74,0.1
M_BONOS_381118,19/07/2019,M,107.810192,106.960192,7062,7.8,0.085
M_BONOS_421113,19/07/2019,M,99.907331,99.132331,8518,7.83,0.0775
M_BONOS_471107,19/07/2019,M,102.374003,101.574003,10338,7.86,0.08
M_BONOS_191211,22/07/2019,M,99.315962,98.774295,142,8.2,0.05
M_BONOS_200611,22/07/2019,M,101.205176,100.338509,325,7.59,0.08
M_BONOS_210610,22/07/2019,M,99.184818,98.480651,689,7.36,0.065
M_BONOS_211209,22/07/2019,M,100.621607,99.83619,871,7.32,0.0725
M_BONOS_220609,22/07/2019,M,98.646841,97.942674,1053,7.29,0.065
M_BONOS_231207,22/07/2019,M,103.469211,102.602544,1599,7.3,0.08
M_BONOS_240905,22/07/2019,M,105.814321,102.925432,1872,7.31,0.08
M_BONOS_241205,22/07/2019,M,113.08215,111.998817,1963,7.29,0.1
M_BONOS_260305,22/07/2019,M,93.604362,91.527973,2418,7.37,0.0575
M_BONOS_270603,22/07/2019,M,101.156975,100.344475,2873,7.44,0.075
M_BONOS_290531,22/07/2019,M,107.855888,106.935055,3601,7.5,0.085
M_BONOS_310529,22/07/2019,M,102.23182,101.392237,4329,7.57,0.0775
M_BONOS_341123,22/07/2019,M,101.637268,100.797685,5603,7.66,0.0775
M_BONOS_361120,22/07/2019,M,122.144767,121.061434,6331,7.78,0.1
M_BONOS_381118,22/07/2019,M,107.461051,106.540218,7059,7.84,0.085
M_BONOS_421113,22/07/2019,M,99.442271,98.602688,8515,7.88,0.0775
M_BONOS_471107,22/07/2019,M,101.982264,101.115597,10335,7.9,0.08
M_BONOS_191211,23/07/2019,M,99.356814,98.801258,141,8.15,0.05
M_BONOS_200611,23/07/2019,M,101.217534,100.328645,324,7.6,0.08
M_BONOS_210610,23/07/2019,M,99.27423,98.552008,688,7.32,0.065
M_BONOS_211209,23/07/2019,M,100.641699,99.836143,870,7.32,0.0725
M_BONOS_220609,23/07/2019,M,98.692043,97.969821,1052,7.28,0.065
M_BONOS_231207,23/07/2019,M,103.52777,102.638881,1598,7.29,0.08
M_BONOS_240905,23/07/2019,M,105.835421,102.92431,1871,7.31,0.08
M_BONOS_241205,23/07/2019,M,113.152233,112.041122,1962,7.28,0.1
M_BONOS_260305,23/07/2019,M,93.623179,91.530818,2417,7.37,0.0575
M_BONOS_270603,23/07/2019,M,101.29659,100.463257,2872,7.42,0.075
M_BONOS_290531,23/07/2019,M,108.023272,107.078828,3600,7.48,0.085
M_BONOS_310529,23/07/2019,M,102.174194,101.313083,4328,7.58,0.0775
M_BONOS_341123,23/07/2019,M,101.568009,100.706898,5602,7.67,0.0775
M_BONOS_361120,23/07/2019,M,122.280164,121.169053,6330,7.77,0.1
M_BONOS_381118,23/07/2019,M,107.797175,106.852731,7058,7.81,0.085
M_BONOS_421113,23/07/2019,M,99.780483,98.919372,8514,7.85,0.0775
M_BONOS_471107,23/07/2019,M,102.347021,101.458132,10334,7.87,0.08
M_BONOS_191211,24/07/2019,M,99.389995,98.820551,140,8.12,0.05
M_BONOS_200611,24/07/2019,M,101.255618,100.344507,323,7.58,0.08
M_BONOS_210610,24/07/2019,M,99.311415,98.571137,687,7.31,0.065
M_BONOS_211209,24/07/2019,M,100.705318,99.879624,869,7.3,0.0725
M_BONOS_220609,24/07/2019,M,98.813973,98.073695,1051,7.24,0.065
M_BONOS_231207,24/07/2019,M,103.700267,102.789156,1597,7.25,0.08
M_BONOS_240905,24/07/2019,M,106.073605,103.140272,1870,7.26,0.08
M_BONOS_241205,24/07/2019,M,113.41295,112.274061,1961,7.23,0.1
M_BONOS_260305,24/07/2019,M,93.889842,91.781509,2416,7.32,0.0575
M_BONOS_270603,24/07/2019,M,101.615516,100.761349,2871,7.37,0.075
M_BONOS_290531,24/07/2019,M,108.336676,107.36862,3599,7.44,0.085
M_BONOS_310529,24/07/2019,M,102.589688,101.707049,4327,7.53,0.0775
M_BONOS_341123,24/07/2019,M,101.860997,100.978358,5601,7.64,0.0775
M_BONOS_361120,24/07/2019,M,122.74549,121.606601,6329,7.73,0.1
M_BONOS_381118,24/07/2019,M,108.134642,107.166586,7057,7.78,0.085
M_BONOS_421113,24/07/2019,M,100.120268,99.237629,8513,7.82,0.0775
M_BONOS_471107,24/07/2019,M,102.713684,101.802573,10333,7.84,0.08
M_BONOS_191211,25/07/2019,M,99.404594,98.821261,139,8.14,0.05
M_BONOS_200611,25/07/2019,M,101.26801,100.334677,322,7.59,0.08
M_BONOS_210610,25/07/2019,M,99.348561,98.590228,686,7.3,0.065
M_BONOS_211209,25/07/2019,M,100.725373,99.87954,868,7.3,0.0725
M_BONOS_220609,25/07/2019,M,98.782355,98.024022,1050,7.26,0.065
M_BONOS_231207,25/07/2019,M,103.682797,102.749464,1596,7.26,0.08
M_BONOS_240905,25/07/2019,M,106.094615,103.139059,1869,7.26,0.08
M_BONOS_241205,25/07/2019,M,113.435323,112.268656,1960,7.23,0.1
M_BONOS_260305,25/07/2019,M,93.958241,91.833935,2415,7.31,0.0575
M_BONOS_270603,25/07/2019,M,101.576184,100.701184,2870,7.38,0.075
M_BONOS_290531,25/07/2019,M,108.358657,107.36699,3598,7.44,0.085
M_BONOS_310529,25/07/2019,M,102.531722,101.627555,4326,7.54,0.0775
M_BONOS_341123,25/07/2019,M,101.88221,100.978043,5600,7.64,0.0775
M_BONOS_361120,25/07/2019,M,122.441579,121.274912,6328,7.76,0.1
M_BONOS_381118,25/07/2019,M,108.157566,107.165899,7056,7.78,0.085
M_BONOS_421113,25/07/2019,M,100.035278,99.131111,8512,7.83,0.0775
M_BONOS_471107,25/07/2019,M,102.505601,101.572268,10332,7.86,0.08
M_BONOS_191211,26/07/2019,M,99.415642,98.81842,138,8.17,0.05
M_BONOS_200611,26/07/2019,M,101.254946,100.29939,321,7.63,0.08
M_BONOS_210610,26/07/2019,M,99.281788,98.505399,685,7.35,0.065
M_BONOS_211209,26/07/2019,M,100.658592,99.79262,867,7.34,0.0725
M_BONOS_220609,26/07/2019,M,98.648831,97.872442,1049,7.32,0.065
M_BONOS_231207,26/07/2019,M,103.475921,102.520365,1595,7.32,0.08
M_BONOS_240905,26/07/2019,M,105.812153,102.834375,1868,7.33,0.08
M_BONOS_241205,26/07/2019,M,113.029692,111.835248,1959,7.32,0.1
M_BONOS_260305,26/07/2019,M,93.5808,91.440522,2414,7.39,0.0575
M_BONOS_270603,26/07/2019,M,101.060928,100.165095,2869,7.47,0.075
M_BONOS_290531,26/07/2019,M,107.726759,106.711481,3597,7.53,0.085
M_BONOS_310529,26/07/2019,M,101.845312,100.919618,4325,7.63,0.0775
M_BONOS_341123,26/07/2019,M,101.181151,100.255457,5599,7.72,0.0775
M_BONOS_361120,26/07/2019,M,121.486111,120.291667,6327,7.85,0.1
M_BONOS_381118,26/07/2019,M,107.137541,106.122263,7055,7.88,0.085
M_BONOS_421113,26/07/2019,M,99.107706,98.182012,8511,7.92,0.0775
M_BONOS_471107,26/07/2019,M,101.502998,100.547442,10331,7.95,0.08
M_BONOS_191211,29/07/2019,M,99.485572,98.846683,135,8.16,0.05
M_BONOS_200611,29/07/2019,M,101.318137,100.295915,318,7.63,0.08
M_BONOS_210610,29/07/2019,M,99.358748,98.528192,682,7.34,0.065
M_BONOS_211209,29/07/2019,M,100.762337,99.835948,864,7.32,0.0725
M_BONOS_220609,29/07/2019,M,98.809708,97.979152,1046,7.28,0.065
M_BONOS_231207,29/07/2019,M,103.689218,102.666996,1592,7.28,0.08
M_BONOS_240905,29/07/2019,M,105.962114,102.91767,1865,7.31,0.08
M_BONOS_241205,29/07/2019,M,113.287139,112.009361,1956,7.28,0.1
M_BONOS_260305,29/07/2019,M,93.835045,91.646851,2411,7.35,0.0575
M_BONOS_270603,29/07/2019,M,101.300733,100.3424,2866,7.44,0.075
M_BONOS_290531,29/07/2019,M,107.937896,106.851785,3594,7.51,0.085
M_BONOS_310529,29/07/2019,M,102.222365,101.232087,4322,7.59,0.0775
M_BONOS_341123,29/07/2019,M,101.605156,100.614878,5596,7.68,0.0775
M_BONOS_361120,29/07/2019,M,122.216837,120.939059,6324,7.79,0.1
M_BONOS_381118,29/07/2019,M,107.621827,106.535716,7052,7.84,0.085
M_BONOS_421113,29/07/2019,M,99.591794,98.601516,8508,7.88,0.0775
M_BONOS_471107,29/07/2019,M,102.02216,100.999938,10328,7.91,0.08
M_BONOS_191211,30/07/2019,M,99.511229,98.858451,134,8.15,0.05
M_BONOS_200611,30/07/2019,M,101.32241,100.277966,317,7.65,0.08
M_BONOS_210610,30/07/2019,M,99.378641,98.53003,681,7.34,0.065
M_BONOS_211209,30/07/2019,M,100.739231,99.792703,863,7.34,0.0725
M_BONOS_220609,30/07/2019,M,98.829333,97.980722,1045,7.28,0.065
M_BONOS_231207,30/07/2019,M,103.671982,102.627538,1591,7.29,0.08
M_BONOS_240905,30/07/2019,M,105.940015,102.873348,1864,7.32,0.08
M_BONOS_241205,30/07/2019,M,113.214769,111.909213,1955,7.3,0.1
M_BONOS_260305,30/07/2019,M,93.804413,91.600246,2410,7.36,0.0575
M_BONOS_270603,30/07/2019,M,101.202582,100.223415,2865,7.46,0.075
M_BONOS_290531,30/07/2019,M,107.815253,106.705531,3593,7.53,0.085
M_BONOS_310529,30/07/2019,M,102.086629,101.074823,4321,7.61,0.0775
M_BONOS_341123,30/07/2019,M,101.356181,100.344375,5595,7.71,0.0775
M_BONOS_361120,30/07/2019,M,121.915774,120.610218,6323,7.82,0.1
M_BONOS_381118,30/07/2019,M,107.33315,106.223428,7051,7.87,0.085
M_BONOS_421113,30/07/2019,M,99.297974,98.286168,8507,7.91,0.0775
M_BONOS_471107,30/07/2019,M,101.703927,100.659483,10327,7.94,0.08
M_BONOS_191211,31/07/2019,M,99.547437,98.88077,133,8.11,0.05
M_BONOS_200611,31/07/2019,M,101.377038,100.310371,316,7.61,0.08
M_BONOS_210610,31/07/2019,M,99.484537,98.61787,680,7.29,0.065
M_BONOS_211209,31/07/2019,M,100.824181,99.857514,862,7.31,0.0725
M_BONOS_220609,31/07/2019,M,99.001604,98.134937,1044,7.22,0.065
M_BONOS_231207,31/07/2019,M,103.806079,102.739412,1590,7.26,0.08
M_BONOS_240905,31/07/2019,M,106.220765,103.131876,1863,7.26,0.08
M_BONOS_241205,31/07/2019,M,113.427072,112.093739,1954,7.26,0.1
M_BONOS_260305,31/07/2019,M,93.922136,91.701997,2409,7.34,0.0575
M_BONOS_270603,31/07/2019,M,101.460694,100.460694,2864,7.42,0.075
M_BONOS_290531,31/07/2019,M,108.05456,106.921227,3592,7.5,0.085
M_BONOS_310529,31/07/2019,M,102.42186,101.388527,4320,7.57,0.0775
M_BONOS_341123,31/07/2019,M,101.828409,100.795076,5594,7.66,0.0775
M_BONOS_361120,31/07/2019,M,122.706727,121.373394,6322,7.75,0.1
M_BONOS_381118,31/07/2019,M,107.667807,106.534474,7050,7.84,0.085
M_BONOS_421113,31/07/2019,M,99.845559,98.812226,8506,7.86,0.0775
M_BONOS_471107,31/07/2019,M,102.408236,101.341569,10326,7.88,0.08
M_BONOS_191211,01/08/2019,M,99.572925,98.892369,132,8.1,0.05
M_BONOS_200611,01/08/2019,M,101.356322,100.267433,315,7.66,0.08
M_BONOS_210610,01/08/2019,M,99.504322,98.6196,679,7.29,0.065
M_BONOS_211209,01/08/2019,M,100.736462,99.749656,861,7.36,0.0725
M_BONOS_220609,01/08/2019,M,98.868594,97.983872,1043,7.28,0.065
M_BONOS_231207,01/08/2019,M,103.788817,102.699928,1589,7.27,0.08
M_BONOS_240905,01/08/2019,M,106.025518,102.914407,1862,7.31,0.08
M_BONOS_241205,01/08/2019,M,113.307246,111.946135,1953,7.29,0.1
M_BONOS_260305,01/08/2019,M,93.792697,91.556586,2408,7.37,0.0575
M_BONOS_270603,01/08/2019,M,101.362406,100.341573,2863,7.44,0.075
M_BONOS_290531,01/08/2019,M,108.149163,106.992219,3591,7.49,0.085
M_BONOS_310529,01/08/2019,M,102.364374,101.309513,4319,7.58,0.0775
M_BONOS_341123,01/08/2019,M,101.578795,100.523934,5593,7.69,0.0775
M_BONOS_361120,01/08/2019,M,122.622932,121.261821,6321,7.76,0.1
M_BONOS_381118,01/08/2019,M,107.794983,106.638039,7049,7.83,0.085
M_BONOS_421113,01/08/2019,M,100.07864,99.023779,8505,7.84,0.0775
M_BONOS_471107,01/08/2019,M,102.430219,101.34133,10325,7.88,0.08
M_BONOS_191211,02/08/2019,M,99.594885,98.900441,131,8.1,0.05
M_BONOS_200611,02/08/2019,M,101.377483,100.266372,314,7.66,0.08
M_BONOS_210610,02/08/2019,M,99.455491,98.552713,678,7.33,0.065
M_BONOS_211209,02/08/2019,M,100.756685,99.749741,860,7.36,0.0725
M_BONOS_220609,02/08/2019,M,98.88823,97.985452,1042,7.28,0.065
M_BONOS_231207,02/08/2019,M,103.885025,102.773914,1588,7.25,0.08
M_BONOS_240905,02/08/2019,M,106.176306,103.042973,1861,7.28,0.08
M_BONOS_241205,02/08/2019,M,113.424575,112.035686,1952,7.27,0.1
M_BONOS_260305,02/08/2019,M,94.009213,91.75713,2407,7.33,0.0575
M_BONOS_270603,02/08/2019,M,101.620726,100.579059,2862,7.4,0.075
M_BONOS_290531,02/08/2019,M,108.607541,107.426985,3590,7.43,0.085
M_BONOS_310529,02/08/2019,M,102.779403,101.703014,4318,7.53,0.0775
M_BONOS_341123,02/08/2019,M,101.961443,100.885054,5592,7.65,0.0775
M_BONOS_361120,02/08/2019,M,123.088538,121.699649,6320,7.72,0.1
M_BONOS_381118,02/08/2019,M,108.34113,107.160574,7048,7.78,0.085
M_BONOS_421113,02/08/2019,M,100.312417,99.236028,8504,7.82,0.0775
M_BONOS_471107,02/08/2019,M,102.79621,101.685099,10324,7.85,0.08
M_BONOS_191211,05/08/2019,M,99.653986,98.917875,128,8.12,0.05
M_BONOS_200611,05/08/2019,M,101.440994,100.263216,311,7.66,0.08
M_BONOS_210610,05/08/2019,M,99.498085,98.541141,675,7.34,0.065
M_BONOS_211209,05/08/2019,M,100.817379,99.750018,857,7.36,0.0725
M_BONOS_220609,05/08/2019,M,98.947162,97.990218,1039,7.28,0.065
M_BONOS_231207,05/08/2019,M,103.871184,102.693406,1585,7.27,0.08
M_BONOS_240905,05/08/2019,M,106.153248,102.953248,1858,7.3,0.08
M_BONOS_241205,05/08/2019,M,113.492079,112.019857,1949,7.27,0.1
M_BONOS_260305,05/08/2019,M,94.065616,91.765616,2404,7.33,0.0575
M_BONOS_270603,05/08/2019,M,101.74177,100.637603,2859,7.39,0.075
M_BONOS_290531,05/08/2019,M,108.746473,107.495084,3587,7.42,0.085
M_BONOS_310529,05/08/2019,M,102.921705,101.780733,4315,7.52,0.0775
M_BONOS_341123,05/08/2019,M,102.025238,100.884266,5589,7.65,0.0775
M_BONOS_361120,05/08/2019,M,122.946171,121.473949,6317,7.74,0.1
M_BONOS_381118,05/08/2019,M,108.200367,106.948978,7045,7.8,0.085
M_BONOS_421113,05/08/2019,M,100.164172,99.0232,8501,7.84,0.0775
M_BONOS_471107,05/08/2019,M,102.747305,101.569527,10321,7.86,0.08
M_BONOS_191211,06/08/2019,M,99.682772,98.932772,127,8.1,0.05
M_BONOS_200611,06/08/2019,M,101.462173,100.262173,310,7.66,0.08
M_BONOS_210610,06/08/2019,M,99.500957,98.525957,674,7.35,0.065
M_BONOS_211209,06/08/2019,M,100.837618,99.750118,856,7.36,0.0725
M_BONOS_220609,06/08/2019,M,98.941531,97.966531,1038,7.29,0.065
M_BONOS_231207,06/08/2019,M,103.854081,102.654081,1584,7.28,0.08
M_BONOS_240905,06/08/2019,M,106.045114,102.822892,1857,7.33,0.08
M_BONOS_241205,06/08/2019,M,113.419962,111.919962,1948,7.29,0.1
M_BONOS_260305,06/08/2019,M,93.936313,91.620341,2403,7.36,0.0575
M_BONOS_270603,06/08/2019,M,101.702789,100.577789,2858,7.4,0.075
M_BONOS_290531,06/08/2019,M,108.622777,107.347777,3586,7.44,0.085
M_BONOS_310529,06/08/2019,M,102.942808,101.780308,4314,7.52,0.0775
M_BONOS_341123,06/08/2019,M,102.137103,100.974603,5588,7.64,0.0775
M_BONOS_361120,06/08/2019,M,123.082056,121.582056,6316,7.73,0.1
M_BONOS_381118,06/08/2019,M,108.433029,107.158029,7044,7.78,0.085
M_BONOS_421113,06/08/2019,M,100.291662,99.129162,8500,7.83,0.0775
M_BONOS_471107,06/08/2019,M,102.999259,101.799259,10320,7.84,0.08
M_BONOS_191211,07/08/2019,M,99.72823,98.964341,126,8.03,0.05
M_BONOS_200611,07/08/2019,M,101.532541,100.310319,309,7.6,0.08
M_BONOS_210610,07/08/2019,M,99.674273,98.681217,673,7.26,0.065
M_BONOS_211209,07/08/2019,M,101.029361,99.921722,855,7.28,0.0725
M_BONOS_220609,07/08/2019,M,99.163527,98.170471,1037,7.21,0.065
M_BONOS_231207,07/08/2019,M,104.176656,102.954434,1583,7.2,0.08
M_BONOS_240905,07/08/2019,M,106.54108,103.296636,1856,7.22,0.08
M_BONOS_241205,07/08/2019,M,113.963972,112.436194,1947,7.18,0.1
M_BONOS_260305,07/08/2019,M,94.499492,92.167548,2402,7.25,0.0575
M_BONOS_270603,07/08/2019,M,102.439901,101.294068,2857,7.28,0.075
M_BONOS_290531,07/08/2019,M,109.596306,108.297695,3585,7.31,0.085
M_BONOS_310529,07/08/2019,M,103.917857,102.733829,4313,7.4,0.0775
M_BONOS_341123,07/08/2019,M,103.070489,101.886461,5587,7.54,0.0775
M_BONOS_361120,07/08/2019,M,124.327068,122.79929,6315,7.62,0.1
M_BONOS_381118,07/08/2019,M,109.620139,108.321528,7043,7.67,0.085
M_BONOS_421113,07/08/2019,M,101.491846,100.307818,8499,7.72,0.0775
M_BONOS_471107,07/08/2019,M,104.301405,103.079183,10319,7.73,0.08
M_BONOS_191211,08/08/2019,M,99.756695,98.978917,125,8.01,0.05
M_BONOS_200611,08/08/2019,M,101.569929,100.325485,308,7.58,0.08
M_BONOS_210610,08/08/2019,M,99.694016,98.682905,672,7.26,0.065
M_BONOS_211209,08/08/2019,M,101.092314,99.964536,854,7.26,0.0725
M_BONOS_220609,08/08/2019,M,99.309639,98.298528,1036,7.16,0.065
M_BONOS_231207,08/08/2019,M,104.348422,103.103978,1582,7.16,0.08
M_BONOS_240905,08/08/2019,M,106.778657,103.51199,1855,7.17,0.08
M_BONOS_241205,08/08/2019,M,114.128978,112.573422,1946,7.15,0.1
M_BONOS_260305,08/08/2019,M,94.717025,92.369108,2401,7.21,0.0575
M_BONOS_270603,08/08/2019,M,102.760631,101.593964,2856,7.23,0.075
M_BONOS_290531,08/08/2019,M,109.986966,108.664744,3584,7.26,0.085
M_BONOS_310529,08/08/2019,M,104.259401,103.053845,4312,7.36,0.0775
M_BONOS_341123,08/08/2019,M,103.459717,102.254161,5586,7.5,0.0775
M_BONOS_361120,08/08/2019,M,124.912906,123.35735,6314,7.57,0.1
M_BONOS_381118,08/08/2019,M,110.178403,108.856181,7042,7.62,0.085
M_BONOS_421113,08/08/2019,M,102.056213,100.850657,8498,7.67,0.0775
M_BONOS_471107,08/08/2019,M,104.795432,103.550988,10318,7.69,0.08
M_BONOS_191211,09/08/2019,M,99.811499,99.019832,124,7.91,0.05
M_BONOS_200611,09/08/2019,M,101.656166,100.389499,307,7.5,0.08
M_BONOS_210610,09/08/2019,M,99.815901,98.786734,671,7.2,0.065
M_BONOS_211209,09/08/2019,M,101.262467,100.11455,853,7.19,0.0725
M_BONOS_220609,09/08/2019,M,99.531854,98.502687,1035,7.08,0.065
M_BONOS_231207,09/08/2019,M,104.672061,103.405394,1581,7.08,0.08
M_BONOS_240905,09/08/2019,M,107.103568,103.814679,1854,7.1,0.08
M_BONOS_241205,09/08/2019,M,114.437152,112.853819,1945,7.09,0.1
M_BONOS_260305,09/08/2019,M,95.134768,92.770879,2400,7.13,0.0575
M_BONOS_270603,09/08/2019,M,103.324264,102.136764,2855,7.14,0.075
M_BONOS_290531,09/08/2019,M,110.602121,109.256288,3583,7.18,0.085
M_BONOS_310529,09/08/2019,M,105.168637,103.941554,4311,7.25,0.0775
M_BONOS_341123,09/08/2019,M,104.689788,103.462705,5585,7.37,0.0775
M_BONOS_361120,09/08/2019,M,125.956081,124.372748,6313,7.48,0.1
M_BONOS_381118,09/08/2019,M,111.283775,109.937942,7041,7.52,0.085
M_BONOS_421113,09/08/2019,M,103.288307,102.061224,8497,7.56,0.0775
M_BONOS_471107,09/08/2019,M,106.133917,104.86725,10317,7.58,0.08
M_BONOS_191211,12/08/2019,M,99.869576,99.036243,121,7.93,0.05
M_BONOS_200611,12/08/2019,M,101.70238,100.369047,304,7.52,0.08
M_BONOS_210610,12/08/2019,M,99.840823,98.75749,668,7.22,0.065
M_BONOS_211209,12/08/2019,M,101.279296,100.070963,850,7.21,0.0725
M_BONOS_220609,12/08/2019,M,99.463077,98.379744,1032,7.13,0.065
M_BONOS_231207,12/08/2019,M,104.619095,103.285762,1578,7.11,0.08
M_BONOS_240905,12/08/2019,M,107.122408,103.766852,1851,7.11,0.08
M_BONOS_241205,12/08/2019,M,114.503601,112.836934,1942,7.09,0.1
M_BONOS_260305,12/08/2019,M,95.090438,92.678632,2397,7.15,0.0575
M_BONOS_270603,12/08/2019,M,103.263711,102.013711,2852,7.16,0.075
M_BONOS_290531,12/08/2019,M,110.592788,109.176121,3580,7.19,0.085
M_BONOS_310529,12/08/2019,M,105.149921,103.858254,4308,7.26,0.0775
M_BONOS_341123,12/08/2019,M,104.659263,103.367596,5582,7.38,0.0775
M_BONOS_361120,12/08/2019,M,126.033169,124.366502,6310,7.48,0.1
M_BONOS_381118,12/08/2019,M,111.243297,109.82663,7038,7.53,0.085
M_BONOS_421113,12/08/2019,M,103.352185,102.060518,8494,7.56,0.0775
M_BONOS_471107,12/08/2019,M,106.199726,104.866393,10314,7.58,0.08
M_BONOS_191211,13/08/2019,M,99.894349,99.047127,120,7.92,0.05
M_BONOS_200611,13/08/2019,M,101.723233,100.367677,303,7.52,0.08
M_BONOS_210610,13/08/2019,M,99.860491,98.759102,667,7.22,0.065
M_BONOS_211209,13/08/2019,M,101.277859,100.049387,849,7.22,0.0725
M_BONOS_220609,13/08/2019,M,99.507692,98.406303,1031,7.12,0.065
M_BONOS_231207,13/08/2019,M,104.677246,103.32169,1577,7.1,0.08
M_BONOS_240905,13/08/2019,M,107.099801,103.722023,1850,7.12,0.08
M_BONOS_241205,13/08/2019,M,114.52576,112.831316,1941,7.09,0.1
M_BONOS_260305,13/08/2019,M,95.108992,92.681214,2396,7.15,0.0575
M_BONOS_270603,13/08/2019,M,103.223489,101.952656,2851,7.17,0.075
M_BONOS_290531,13/08/2019,M,110.540211,109.099933,3579,7.2,0.085
M_BONOS_310529,13/08/2019,M,105.00875,103.695556,4307,7.28,0.0775
M_BONOS_341123,13/08/2019,M,104.586786,103.273592,5581,7.39,0.0775
M_BONOS_361120,13/08/2019,M,125.945269,124.250825,6309,7.49,0.1
M_BONOS_381118,13/08/2019,M,111.484169,110.043891,7037,7.51,0.085
M_BONOS_421113,13/08/2019,M,103.373487,102.060293,8493,7.56,0.0775
M_BONOS_471107,13/08/2019,M,106.100874,104.745318,10313,7.59,0.08
M_BONOS_191211,14/08/2019,M,99.909549,99.048438,119,7.94,0.05
M_BONOS_200611,14/08/2019,M,101.73606,100.358282,302,7.53,0.08
M_BONOS_210610,14/08/2019,M,99.863256,98.743812,666,7.23,0.065
M_BONOS_211209,14/08/2019,M,101.233831,99.98522,848,7.25,0.0725
M_BONOS_220609,14/08/2019,M,99.451337,98.331893,1030,7.15,0.065
M_BONOS_231207,14/08/2019,M,104.659702,103.281924,1576,7.11,0.08
M_BONOS_240905,14/08/2019,M,107.07726,103.67726,1849,7.13,0.08
M_BONOS_241205,14/08/2019,M,114.357647,112.635425,1940,7.13,0.1
M_BONOS_260305,14/08/2019,M,94.978072,92.534322,2395,7.18,0.0575
M_BONOS_270603,14/08/2019,M,103.002597,101.71093,2850,7.21,0.075
M_BONOS_290531,14/08/2019,M,110.265544,108.801655,3578,7.24,0.085
M_BONOS_310529,14/08/2019,M,104.70666,103.371938,4306,7.32,0.0775
M_BONOS_341123,14/08/2019,M,104.234904,102.900182,5580,7.43,0.0775
M_BONOS_361120,14/08/2019,M,125.405279,123.683057,6308,7.54,0.1
M_BONOS_381118,14/08/2019,M,110.638756,109.174867,7036,7.59,0.085
M_BONOS_421113,14/08/2019,M,102.841788,101.507066,8492,7.61,0.0775
M_BONOS_471107,14/08/2019,M,105.522251,104.144473,10312,7.64,0.08
M_BONOS_191211,15/08/2019,M,99.975269,99.100269,118,7.8,0.05
M_BONOS_200611,15/08/2019,M,101.941305,100.541305,301,7.3,0.08
M_BONOS_210610,15/08/2019,M,100.187454,99.049954,665,7.05,0.065
M_BONOS_211209,15/08/2019,M,101.68091,100.41216,847,7.05,0.0725
M_BONOS_220609,15/08/2019,M,99.925578,98.788078,1029,6.97,0.065
M_BONOS_231207,15/08/2019,M,105.286967,103.886967,1575,6.95,0.08
M_BONOS_240905,15/08/2019,M,107.794076,104.371854,1848,6.97,0.08
M_BONOS_241205,15/08/2019,M,115.143065,113.393065,1939,6.97,0.1
M_BONOS_260305,15/08/2019,M,95.897649,93.437927,2394,7,0.0575
M_BONOS_270603,15/08/2019,M,104.174109,102.861609,2849,7.02,0.075
M_BONOS_290531,15/08/2019,M,111.704244,110.216744,3577,7.05,0.085
M_BONOS_310529,15/08/2019,M,105.863576,104.507326,4305,7.18,0.0775
M_BONOS_341123,15/08/2019,M,105.949119,104.592869,5579,7.25,0.0775
M_BONOS_361120,15/08/2019,M,127.832445,126.082445,6307,7.33,0.1
M_BONOS_381118,15/08/2019,M,112.629525,111.142025,7035,7.41,0.085
M_BONOS_421113,15/08/2019,M,104.875851,103.519601,8491,7.43,0.0775
M_BONOS_471107,15/08/2019,M,107.732949,106.332949,10311,7.46,0.08
M_BONOS_191211,16/08/2019,M,99.999643,99.110754,117,7.79,0.05
M_BONOS_200611,16/08/2019,M,102.001628,100.579406,300,7.25,0.08
M_BONOS_210610,16/08/2019,M,100.325316,99.16976,664,6.98,0.065
M_BONOS_211209,16/08/2019,M,101.87176,100.582871,846,6.97,0.0725
M_BONOS_220609,16/08/2019,M,100.198181,99.042625,1028,6.87,0.065
M_BONOS_231207,16/08/2019,M,105.688296,104.266074,1574,6.85,0.08
M_BONOS_240905,16/08/2019,M,108.340082,104.895638,1847,6.85,0.08
M_BONOS_241205,16/08/2019,M,115.741324,113.963546,1938,6.85,0.1
M_BONOS_260305,16/08/2019,M,96.522303,94.046609,2393,6.88,0.0575
M_BONOS_270603,16/08/2019,M,104.867844,103.534511,2848,6.91,0.075
M_BONOS_290531,16/08/2019,M,112.556838,111.045727,3576,6.94,0.085
M_BONOS_310529,16/08/2019,M,107.119681,105.741903,4304,7.03,0.0775
M_BONOS_341123,16/08/2019,M,107.023762,105.645984,5578,7.14,0.0775
M_BONOS_361120,16/08/2019,M,128.55654,126.778762,6306,7.27,0.1
M_BONOS_381118,16/08/2019,M,113.768235,112.257124,7034,7.31,0.085
M_BONOS_421113,16/08/2019,M,105.926601,104.548823,8490,7.34,0.0775
M_BONOS_471107,16/08/2019,M,109.003314,107.581092,10310,7.36,0.08
M_BONOS_191211,19/08/2019,M,100.038953,99.108397,114,7.87,0.05
M_BONOS_200611,19/08/2019,M,102.038385,100.549496,297,7.28,0.08
M_BONOS_210610,19/08/2019,M,100.298317,99.088595,661,7.03,0.065
